D:\Projects\Datasets\3dsmax\evaluate\Train\interior\GroundTruth\interior max_Perspective.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\interior\Normals\interior max_Perspective_normal.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\interior\Position\interior max_Perspective_D_Z Depth.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060046.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060046.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060046.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060047.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060047.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060047.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060048.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060048.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060048.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060049.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060049.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060049.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060050.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060050.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060050.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060051.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060051.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060051.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060052.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060052.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060052.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060053.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060053.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060053.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060054.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060054.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060054.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060055.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060055.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060055.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060056.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060056.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060056.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060057.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060057.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060057.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060058.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060058.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060058.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060059.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060059.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060059.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060060.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060060.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060060.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060061.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060061.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060061.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060062.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060062.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060062.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060063.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060063.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060063.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060064.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060064.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060064.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060065.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060065.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060065.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060066.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060066.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060066.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060067.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060067.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060067.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060068.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060068.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060068.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060069.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060069.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060069.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060070.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060070.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060070.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060071.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060071.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060071.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060072.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060072.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060072.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060073.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060073.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060073.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060074.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060074.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060074.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060075.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060075.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060075.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060076.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060076.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060076.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060077.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060077.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060077.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060078.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060078.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060078.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060079.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060079.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060079.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060080.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060080.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060080.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060081.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060081.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060081.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060082.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060082.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060082.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060083.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060083.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060083.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060084.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060084.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060084.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060085.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060085.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060085.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060086.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060086.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060086.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060087.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060087.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060087.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060088.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060088.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060088.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060089.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060089.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060089.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060090.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060090.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060090.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060091.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060091.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060091.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060092.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060092.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060092.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060093.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060093.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060093.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060094.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060094.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060094.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060095.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060095.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060095.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060096.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060096.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060096.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060097.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060097.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060097.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060098.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060098.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060098.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060099.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060099.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060099.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060100.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060100.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060100.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060101.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060101.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060101.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060102.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060102.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060102.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060103.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060103.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060103.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060104.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060104.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060104.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060105.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060105.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060105.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060106.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060106.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060106.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060107.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060107.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060107.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060108.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060108.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060108.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060109.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060109.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060109.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060110.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060110.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060110.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060111.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060111.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060111.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060112.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060112.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060112.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060113.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060113.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060113.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060114.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060114.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060114.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060115.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060115.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060115.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060116.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060116.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060116.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060117.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060117.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060117.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060118.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060118.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060118.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060119.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060119.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060119.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060120.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060120.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060120.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060121.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060121.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060121.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060122.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060122.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060122.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060123.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060123.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060123.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060124.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060124.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060124.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060125.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060125.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060125.exr
D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\GroundTruth\scene_16_Perspective_View060126.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Normals\scene_16_Perspective_normal_View060126.exr,D:\Projects\Datasets\3dsmax\evaluate\Train\scene16\Position\scene_16_Perspective_VRaySamplerInfo_View060126.exr
